Cement,FineAggregates,CoarseAggregates,w/c,sp,nanoSilica,CompressiveStrength
446.44297799410305,817.0366020188343,1002.5772421775034,0.46581632621422725,8.874000188298261,27.866590184627686,60.87610803788629
435.66941975376966,1167.3915719853114,1198.7631258673564,0.433102365483369,7.614271246112157,28.25108356934161,68.00236094302312
464.05260522587923,1089.4774041282053,1199.552881663437,0.4695925483197132,8.55325503487763,27.782487683302637,60.93173912989118
441.4870935495557,1147.494678961837,981.891531920835,0.4457234574513956,6.939147736775835,21.779840601284235,54.77247274378902
440.0875717856345,1137.8323586844335,968.3005080040689,0.4359592769404887,7.23387822085329,22.456853199380415,55.217405522751534
475.71960419961613,936.548772274004,997.7533212507244,0.4456257598956586,10.70135517300578,31.971689351807775,69.52521924916994
474.79120116904437,1020.2944169688029,973.5786713827983,0.44562523342254534,6.79685766719468,22.265627652208572,58.47091931789379
461.8272144707907,1161.9549398443032,967.9561501144119,0.48266221119343306,5.391303594367176,26.206829470672695,67.27287328222802
436.7547795538288,939.2992507262578,1218.867177158571,0.43467001628084156,7.764285014843548,19.67072009644019,66.11764641276922
410.6599708175918,987.8125735090889,829.9523117619027,0.46160861821460325,9.640839663096994,32.44243823650903,70.08583390063399
410.6574511146403,1052.4891200336103,992.1484722187763,0.4762297176620397,5.3048859528007615,23.345971343513632,69.85314163406798
408.04920148145874,899.871952920189,935.4200359100338,0.4402353902417423,5.866012306536355,20.950776823263435,57.46959817422079
455.31061199458475,1141.284037090058,929.1773754309892,0.48264320126303717,5.430131251997881,23.123972239862027,67.97809610710371
457.7596640760337,1138.182022342317,936.8735076280633,0.45194208205751835,10.249064000718885,28.00429704327906,61.72909973021651
421.9132182459568,892.3808787182686,895.753818761803,0.43208050944298604,10.41944378136457,31.404854309722644,60.64590906357051
457.5834467758563,911.2794483924135,1184.1103799451355,0.4835653103190233,8.669407333501518,21.60477856204352,62.05031667766054
438.72382795005853,1170.8972697600257,916.7106551629877,0.44805785797921444,6.772128987338968,24.751499403819533,67.0881312484722
402.1680090350925,1048.8728610590558,1051.1005911650157,0.44822525567151017,6.906887447646463,31.934067121170635,58.57208855650555
442.8153823555311,944.597859636131,1058.1343486380495,0.46627241887236154,6.824955114489496,20.02789843972418,65.1345845024454
424.86175594904296,911.4189154360329,900.4800924534034,0.46023906936949094,11.067681254320902,25.215339776923578,63.4679737788065
435.2261382087223,888.0391516036425,943.3783144013569,0.48788315707076085,8.223727168009589,21.51379809167594,69.58829551562923
420.9550520880122,835.8394773502162,1001.8997917368017,0.47590928192414517,8.160173087079256,28.415106182222864,69.55785655656315
434.49956015214417,1009.0741636366166,1177.5605379136796,0.4604132020363031,5.908351188993067,26.41747998980731,57.150676748320834
404.20140632604324,973.7103015979964,1022.5376191581252,0.47913380618617574,9.120369018745533,33.831548040284204,67.47335561371243
417.5396390213923,946.3387243029938,1170.5472901433832,0.48318251257173084,7.536317575350077,25.282815607726263,56.14011900315479
470.83861327121826,1114.1988566866771,961.5180553161917,0.43333811557076074,5.318552708143225,24.499836653225124,54.51049522102315
429.56694319404073,1067.5811672435639,891.849198468484,0.45905384271650557,6.031450841230543,29.892061353732146,57.044031412324536
435.4261137196825,1181.015260769857,820.046516602268,0.4407026233001072,5.600923272296479,31.75710952946698,67.5994917343928
466.9954799522513,1033.827850122164,877.649887540952,0.4678770774451185,5.9154406125093315,19.63954417740043,69.51060857776481
431.91683808984385,921.2267404554232,994.8940328798907,0.45507870416682317,8.54017292445272,21.741987957432222,63.45997862742942
461.06040204516535,849.6964714610289,842.7736674166591,0.48990061210520325,7.698113155491679,21.205169902900384,66.1766749151597
473.520939691765,1059.4791383068148,1161.2953926978416,0.45331401996408377,10.469983226311477,30.38403140229446,63.094386272003646
453.1273146894069,1110.9553079930508,869.0284173817906,0.467901536351533,8.089279035120004,27.81069834512827,65.55168887287323
432.53434615412766,868.726200973384,803.4646800776427,0.45223944052634635,7.726284729610308,31.980756497380366,54.439753898953306
418.44402147762514,996.1784258044469,838.2724660714454,0.46372572751436564,8.874941422540347,22.111336210834775,69.12003473851836
455.05944113607535,882.030127229714,992.873734990916,0.48809151511506765,7.404883342299394,19.11631196826202,68.57836689233322
402.4271381389571,930.1673457084156,1091.2132061296431,0.46711710112035654,11.062515354056732,20.390098531994852,69.39695979842264
410.10541506784733,1071.9486611875723,1174.3234098894304,0.4719211468802636,6.330114338013997,28.97982795155887,63.79063300847629
447.59534649290606,1029.4556820653165,1207.2466359645962,0.4458649426768561,9.80630807201198,20.931379473201,55.15079942784164
440.2290150676338,828.0556460239115,883.9668542271917,0.44192826448315725,11.05223875493208,19.860235483328584,62.88109442511288
444.1321979973522,1111.2814486703137,1231.286780794238,0.43920571450857454,8.113722893887108,30.418915883815146,67.94641179014232
450.43399099953797,1072.8950977683126,1045.0757984425325,0.4586941104100804,5.529882309341893,33.13183716467992,65.04445503518619
447.9960379004407,988.9375098075162,1010.7797562257829,0.4884778542941111,9.011208146374242,20.64165692713634,65.94603490439087
453.3229854602935,989.771791292551,1240.5206995205058,0.4886181654645082,10.09751437078025,20.048843015518873,54.696901771941754
417.5055432929717,988.2983865316052,1110.898119329126,0.4468156842321089,10.627357293925858,29.150102714918027,68.07365778841859
413.88641677608996,1073.5013629985353,864.1793542654719,0.46927644488668174,6.550658388493342,26.978120928436873,66.79546006635431
399.2670807576227,1011.3433871316496,1134.5029621036222,0.4316439167992262,8.436936576795787,27.32637881782966,65.22903168656144
459.85299597262593,930.7673503882013,1249.0460156516765,0.4703588917327059,7.158795758605908,21.20849292902323,67.7943116232872
478.5923508501794,828.6743277130819,1122.5920149478904,0.455249086682274,11.049513035436023,26.260682446771845,67.92460772300082
400.2179728924276,1023.1258267776689,1093.0947013115824,0.44614448304951265,8.545980084056747,34.06226190846175,60.254006264868224
406.34900152023994,955.3847083357297,926.448937240466,0.44310337112078557,7.321157706553413,30.464711535304282,60.27047039818362
447.4875523672049,887.9288886231743,1041.4727893514514,0.4410804634079704,6.00507857424085,18.73130036836413,60.029498961642275
